x,y
767500,5952000
768000,5952000
768500,5952000
769000,5952000
769500,5952000
770000,5952000
770500,5952000
771000,5952000
771500,5952000
772000,5952500
766500,5952500
767000,5952500
767500,5952500
768000,5952500
768500,5952500
769000,5952500
769500,5952500
770000,5952500
770500,5952500
771000,5952500
771500,5952500
766500,5953000
767000,5953000
767500,5953000
768000,5953000
768500,5953000
769000,5953000
769500,5953000
770000,5953000
770500,5953000
771000,5953000
771500,5953000
766000,5953500
766500,5953500
767000,5953500
767500,5953500
768000,5953500
768500,5953500
769000,5953500
769500,5953500
770000,5953500
770500,5953500
771000,5953500
771500,5953500
766000,5954000
766500,5954000
767000,5954000
767500,5954000
768000,5954000
768500,5954000
769000,5954000
769500,5954000
770000,5954000
770500,5954000
764500,5954500
765000,5954500
765500,5954500
766000,5954500
766500,5954500
767000,5954500
767500,5954500
768000,5954500
768500,5954500
769000,5954500
769500,5954500
770000,5954500
770500,5954500
771000,5955000
763500,5955000
764000,5955000
764500,5955000
765000,5955000
765500,5955000
766000,5955000
766500,5955000
767000,5955000
767500,5955000
768000,5955000
768500,5955000
769000,5955000
769500,5955000
770000,5955000
770500,5955000
771000,5955500
763500,5955500
764000,5955500
764500,5955500
765000,5955500
765500,5955500
766000,5955500
766500,5955500
767000,5955500
767500,5955500
768000,5955500
768500,5955500
769000,5955500
769500,5955500
770000,5955500
770500,5955500
763000,5956000
763500,5956000
764000,5956000
764500,5956000
765000,5956000
765500,5956000
766000,5956000
766500,5956000
767000,5956000
767500,5956000
768000,5956000
768500,5956000
769000,5956000
769500,5956000
770000,5956000
770500,5956000
763500,5956500
764000,5956500
764500,5956500
765000,5956500
765500,5956500
766000,5956500
766500,5956500
767000,5956500
767500,5956500
768000,5956500
768500,5956500
769000,5956500
769500,5956500
770000,5956500
770500,5956500
763500,5957000
764000,5957000
764500,5957000
765000,5957000
765500,5957000
766000,5957000
766500,5957000
767000,5957000
767500,5957000
768000,5957000
768500,5957000
769000,5957000
769500,5957000
770000,5957000
768500,5957500
769000,5957500
768000,5957500
764500,5957500
765000,5957500
765500,5957500
766000,5957500
766500,5957500
767000,5957500
770500,5958000
764500,5958000
765000,5958000
765500,5958000
766000,5958000
766500,5958000
767000,5958000
767500,5958000
768000,5958000
768500,5958000
769000,5958000
769500,5958000
770000,5958000
765500,5958500
766000,5958500
766500,5958500
767000,5958500
767500,5958500
768000,5958500
768500,5958500
769000,5958500
769500,5958500
770000,5958500
770500,5958500
771000,5958500
771500,5958500
766000,5959000
766500,5959000
767000,5959000
767500,5959000
768000,5959000
768500,5959000
769000,5959000
769500,5959000
770000,5959000
770500,5959000
771000,5959000
771500,5959000
765500,5959500
766000,5959500
766500,5959500
767000,5959500
767500,5959500
768000,5959500
768500,5959500
769000,5959500
769500,5959500
770000,5959500
770500,5959500
771000,5959500
771500,5959500
772000,5959500
