x,y
706000,5970000
706000,5971000
706000,5972000
706000,5974000
706000,5975000
706000,5977000
707000,5969000
707000,5970000
707000,5971000
707000,5972000
707000,5973000
707000,5974000
707000,5975000
707000,5976000
707000,5977000
707000,5978000
707000,5979000
707000,5980000
708000,5964000
708000,5965000
708000,5966000
708000,5967000
708000,5968000
708000,5969000
708000,5970000
708000,5971000
708000,5972000
708000,5973000
708000,5974000
708000,5975000
708000,5976000
708000,5977000
708000,5978000
708000,5979000
708000,5980000
708000,5981000
708000,5984000
709000,5964000
709000,5965000
709000,5966000
709000,5967000
709000,5968000
709000,5969000
709000,5970000
709000,5971000
709000,5972000
709000,5973000
709000,5974000
709000,5975000
709000,5976000
709000,5977000
709000,5978000
709000,5979000
709000,5980000
709000,5981000
709000,5982000
709000,5983000
709000,5984000
709000,5985000
710000,5964000
710000,5965000
710000,5966000
710000,5967000
710000,5968000
710000,5969000
710000,5970000
710000,5971000
710000,5972000
710000,5973000
710000,5974000
710000,5975000
710000,5976000
710000,5977000
710000,5978000
710000,5979000
710000,5980000
710000,5981000
710000,5982000
710000,5983000
710000,5984000
710000,5985000
710000,5986000
711000,5965000
711000,5966000
711000,5967000
711000,5968000
711000,5969000
711000,5970000
711000,5971000
711000,5972000
711000,5973000
711000,5974000
711000,5975000
711000,5976000
711000,5977000
711000,5978000
711000,5979000
711000,5980000
711000,5981000
711000,5982000
711000,5983000
711000,5984000
711000,5985000
712000,5965000
712000,5966000
712000,5968000
712000,5969000
712000,5970000
712000,5971000
712000,5972000
712000,5973000
712000,5974000
712000,5976000
712000,5977000
712000,5978000
712000,5979000
712000,5980000
712000,5981000
712000,5982000
712000,5983000
712000,5984000
712000,5985000
712000,5986000
712000,5987000
713000,5970000
713000,5971000
713000,5972000
713000,5973000
713000,5975000
713000,5976000
713000,5977000
713000,5978000
713000,5979000
713000,5980000
713000,5981000
713000,5982000
713000,5983000
713000,5984000
713000,5985000
713000,5986000
714000,5973000
714000,5977000
714000,5978000
714000,5979000
714000,5980000
714000,5981000
714000,5982000
714000,5983000
714000,5984000
714000,5985000
714000,5986000
714000,5987000
714000,5988000
715000,5979000
715000,5980000
715000,5981000
715000,5982000
715000,5983000
715000,5984000
715000,5985000
715000,5986000
715000,5987000
715000,5988000
716000,5981000
716000,5982000
716000,5983000
716000,5984000
716000,5985000
716000,5986000
716000,5987000
716000,5988000
717000,5981000
717000,5982000
717000,5983000
717000,5986000
717000,5987000
717000,5988000
